pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Little Broadhurst	contig_5797	393001	394000	NA	0	NA	NA	NA
Chicken	contig_5797	393001	394000	NA	0	NA	NA	NA
Davies	contig_5797	393001	394000	NA	0	NA	NA	NA
Heron	contig_5797	393001	394000	NA	0	NA	NA	NA
Davies	contig_5797	394001	395000	NA	0	NA	NA	NA
Chicken	contig_5797	394001	395000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	394001	395000	NA	0	NA	NA	NA
Heron	contig_5797	394001	395000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	394001	395000	NA	0	NA	NA	NA
Lizard	contig_5797	394001	395000	NA	0	NA	NA	NA
Moore	contig_5797	394001	395000	NA	0	NA	NA	NA
Pelorus	contig_5797	394001	395000	NA	0	NA	NA	NA
Moore	contig_5797	395001	396000	NA	0	NA	NA	NA
Pelorus	contig_5797	395001	396000	NA	0	NA	NA	NA
Lizard	contig_5797	395001	396000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	395001	396000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	395001	396000	NA	0	NA	NA	NA
Chicken	contig_5797	395001	396000	NA	0	NA	NA	NA
Davies	contig_5797	395001	396000	NA	0	NA	NA	NA
Heron	contig_5797	395001	396000	NA	0	NA	NA	NA
Pelorus	contig_5797	396001	397000	NA	0	NA	NA	NA
Lizard	contig_5797	396001	397000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	396001	397000	NA	0	NA	NA	NA
Moore	contig_5797	396001	397000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	396001	397000	NA	0	NA	NA	NA
Chicken	contig_5797	396001	397000	NA	0	NA	NA	NA
Davies	contig_5797	396001	397000	NA	0	NA	NA	NA
Heron	contig_5797	396001	397000	NA	0	NA	NA	NA
Pelorus	contig_5797	397001	398000	NA	0	NA	NA	NA
Davies	contig_5797	397001	398000	NA	0	NA	NA	NA
Chicken	contig_5797	397001	398000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	397001	398000	NA	0	NA	NA	NA
Heron	contig_5797	397001	398000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	397001	398000	NA	0	NA	NA	NA
Lizard	contig_5797	397001	398000	NA	0	NA	NA	NA
Moore	contig_5797	397001	398000	NA	0	NA	NA	NA
Moore	contig_5797	398001	399000	NA	0	NA	NA	NA
Lizard	contig_5797	398001	399000	NA	0	NA	NA	NA
Pelorus	contig_5797	398001	399000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	398001	399000	NA	0	NA	NA	NA
Heron	contig_5797	398001	399000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	398001	399000	NA	0	NA	NA	NA
Chicken	contig_5797	398001	399000	NA	0	NA	NA	NA
Davies	contig_5797	398001	399000	NA	0	NA	NA	NA
Davies	contig_5797	399001	400000	NA	0	NA	NA	NA
Chicken	contig_5797	399001	400000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	399001	400000	NA	0	NA	NA	NA
Heron	contig_5797	399001	400000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	399001	400000	NA	0	NA	NA	NA
Lizard	contig_5797	399001	400000	NA	0	NA	NA	NA
Moore	contig_5797	399001	400000	NA	0	NA	NA	NA
Pelorus	contig_5797	399001	400000	NA	0	NA	NA	NA
Pelorus	contig_5797	400001	401000	NA	0	NA	NA	NA
Moore	contig_5797	400001	401000	NA	0	NA	NA	NA
Lizard	contig_5797	400001	401000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	400001	401000	NA	0	NA	NA	NA
Davies	contig_5797	400001	401000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	400001	401000	NA	0	NA	NA	NA
Chicken	contig_5797	400001	401000	NA	0	NA	NA	NA
Heron	contig_5797	400001	401000	NA	0	NA	NA	NA
Lizard	contig_5797	401001	402000	NA	0	NA	NA	NA
Pelorus	contig_5797	401001	402000	NA	0	NA	NA	NA
Moore	contig_5797	401001	402000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	401001	402000	NA	0	NA	NA	NA
Heron	contig_5797	401001	402000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	401001	402000	NA	0	NA	NA	NA
Chicken	contig_5797	401001	402000	NA	0	NA	NA	NA
Davies	contig_5797	401001	402000	NA	0	NA	NA	NA
Moore	contig_5797	402001	403000	NA	0	NA	NA	NA
Lizard	contig_5797	402001	403000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	402001	403000	NA	0	NA	NA	NA
Pelorus	contig_5797	402001	403000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	402001	403000	NA	0	NA	NA	NA
Chicken	contig_5797	402001	403000	NA	0	NA	NA	NA
Davies	contig_5797	402001	403000	NA	0	NA	NA	NA
Heron	contig_5797	402001	403000	NA	0	NA	NA	NA
Davies	contig_5797	403001	404000	NA	0	NA	NA	NA
Chicken	contig_5797	403001	404000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	403001	404000	NA	0	NA	NA	NA
Heron	contig_5797	403001	404000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	403001	404000	NA	0	NA	NA	NA
Lizard	contig_5797	403001	404000	NA	0	NA	NA	NA
Moore	contig_5797	403001	404000	NA	0	NA	NA	NA
Pelorus	contig_5797	403001	404000	NA	0	NA	NA	NA
Moore	contig_5797	404001	405000	NA	0	NA	NA	NA
Pelorus	contig_5797	404001	405000	NA	0	NA	NA	NA
Lizard	contig_5797	404001	405000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	404001	405000	NA	0	NA	NA	NA
Heron	contig_5797	404001	405000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	404001	405000	NA	0	NA	NA	NA
Chicken	contig_5797	404001	405000	NA	0	NA	NA	NA
Davies	contig_5797	404001	405000	NA	0	NA	NA	NA
Moore	contig_5797	405001	406000	NA	0	NA	NA	NA
Lizard	contig_5797	405001	406000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	405001	406000	NA	0	NA	NA	NA
Pelorus	contig_5797	405001	406000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	405001	406000	NA	0	NA	NA	NA
Chicken	contig_5797	405001	406000	NA	0	NA	NA	NA
Davies	contig_5797	405001	406000	NA	0	NA	NA	NA
Heron	contig_5797	405001	406000	NA	0	NA	NA	NA
Davies	contig_5797	406001	407000	NA	0	NA	NA	NA
Chicken	contig_5797	406001	407000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	406001	407000	NA	0	NA	NA	NA
Heron	contig_5797	406001	407000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	406001	407000	NA	0	NA	NA	NA
Lizard	contig_5797	406001	407000	NA	0	NA	NA	NA
Moore	contig_5797	406001	407000	NA	0	NA	NA	NA
Pelorus	contig_5797	406001	407000	NA	0	NA	NA	NA
Lizard	contig_5797	407001	408000	NA	0	NA	NA	NA
Pelorus	contig_5797	407001	408000	NA	0	NA	NA	NA
Moore	contig_5797	407001	408000	NA	0	NA	NA	NA
Heron	contig_5797	407001	408000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	407001	408000	NA	0	NA	NA	NA
Chicken	contig_5797	407001	408000	NA	0	NA	NA	NA
Davies	contig_5797	407001	408000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	407001	408000	NA	0	NA	NA	NA
Moore	contig_5797	408001	409000	NA	0	NA	NA	NA
Davies	contig_5797	408001	409000	NA	0	NA	NA	NA
Chicken	contig_5797	408001	409000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	408001	409000	NA	0	NA	NA	NA
Heron	contig_5797	408001	409000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	408001	409000	NA	0	NA	NA	NA
Lizard	contig_5797	408001	409000	NA	0	NA	NA	NA
Pelorus	contig_5797	408001	409000	NA	0	NA	NA	NA
Moore	contig_5797	409001	410000	NA	0	NA	NA	NA
Lizard	contig_5797	409001	410000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	409001	410000	NA	0	NA	NA	NA
Pelorus	contig_5797	409001	410000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	409001	410000	NA	0	NA	NA	NA
Chicken	contig_5797	409001	410000	NA	0	NA	NA	NA
Davies	contig_5797	409001	410000	NA	0	NA	NA	NA
Heron	contig_5797	409001	410000	NA	0	NA	NA	NA
Moore	contig_5797	410001	411000	NA	0	NA	NA	NA
Lizard	contig_5797	410001	411000	NA	0	NA	NA	NA
Pelorus	contig_5797	410001	411000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	410001	411000	NA	0	NA	NA	NA
Heron	contig_5797	410001	411000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	410001	411000	NA	0	NA	NA	NA
Chicken	contig_5797	410001	411000	NA	0	NA	NA	NA
Davies	contig_5797	410001	411000	NA	0	NA	NA	NA
Davies	contig_5797	411001	412000	NA	0	NA	NA	NA
Chicken	contig_5797	411001	412000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	411001	412000	NA	0	NA	NA	NA
Heron	contig_5797	411001	412000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	411001	412000	NA	0	NA	NA	NA
Lizard	contig_5797	411001	412000	NA	0	NA	NA	NA
Moore	contig_5797	411001	412000	NA	0	NA	NA	NA
Pelorus	contig_5797	411001	412000	NA	0	NA	NA	NA
Pelorus	contig_5797	412001	413000	NA	0	NA	NA	NA
Moore	contig_5797	412001	413000	NA	0	NA	NA	NA
Lizard	contig_5797	412001	413000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	412001	413000	NA	0	NA	NA	NA
Davies	contig_5797	412001	413000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	412001	413000	NA	0	NA	NA	NA
Chicken	contig_5797	412001	413000	NA	0	NA	NA	NA
Heron	contig_5797	412001	413000	NA	0	NA	NA	NA
Lizard	contig_5797	413001	414000	NA	0	NA	NA	NA
Pelorus	contig_5797	413001	414000	NA	0	NA	NA	NA
Moore	contig_5797	413001	414000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	413001	414000	NA	0	NA	NA	NA
Heron	contig_5797	413001	414000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	413001	414000	NA	0	NA	NA	NA
Chicken	contig_5797	413001	414000	NA	0	NA	NA	NA
Davies	contig_5797	413001	414000	NA	0	NA	NA	NA
Moore	contig_5797	414001	415000	NA	0	NA	NA	NA
Lizard	contig_5797	414001	415000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	414001	415000	NA	0	NA	NA	NA
Pelorus	contig_5797	414001	415000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	414001	415000	NA	0	NA	NA	NA
Chicken	contig_5797	414001	415000	NA	0	NA	NA	NA
Davies	contig_5797	414001	415000	NA	0	NA	NA	NA
Heron	contig_5797	414001	415000	NA	0	NA	NA	NA
Davies	contig_5797	415001	416000	NA	0	NA	NA	NA
Chicken	contig_5797	415001	416000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	415001	416000	NA	0	NA	NA	NA
Heron	contig_5797	415001	416000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	415001	416000	NA	0	NA	NA	NA
Lizard	contig_5797	415001	416000	NA	0	NA	NA	NA
Moore	contig_5797	415001	416000	NA	0	NA	NA	NA
Pelorus	contig_5797	415001	416000	NA	0	NA	NA	NA
Moore	contig_5797	416001	417000	NA	0	NA	NA	NA
Pelorus	contig_5797	416001	417000	NA	0	NA	NA	NA
Lizard	contig_5797	416001	417000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	416001	417000	NA	0	NA	NA	NA
Heron	contig_5797	416001	417000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	416001	417000	NA	0	NA	NA	NA
Chicken	contig_5797	416001	417000	NA	0	NA	NA	NA
Davies	contig_5797	416001	417000	NA	0	NA	NA	NA
Moore	contig_5797	417001	418000	NA	0	NA	NA	NA
Lizard	contig_5797	417001	418000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	417001	418000	NA	0	NA	NA	NA
Pelorus	contig_5797	417001	418000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	417001	418000	NA	0	NA	NA	NA
Chicken	contig_5797	417001	418000	NA	0	NA	NA	NA
Davies	contig_5797	417001	418000	NA	0	NA	NA	NA
Heron	contig_5797	417001	418000	NA	0	NA	NA	NA
Davies	contig_5797	418001	419000	NA	0	NA	NA	NA
Chicken	contig_5797	418001	419000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	418001	419000	NA	0	NA	NA	NA
Heron	contig_5797	418001	419000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	418001	419000	NA	0	NA	NA	NA
Lizard	contig_5797	418001	419000	NA	0	NA	NA	NA
Moore	contig_5797	418001	419000	NA	0	NA	NA	NA
Pelorus	contig_5797	418001	419000	NA	0	NA	NA	NA
Lizard	contig_5797	419001	420000	NA	0	NA	NA	NA
Pelorus	contig_5797	419001	420000	NA	0	NA	NA	NA
Moore	contig_5797	419001	420000	NA	0	NA	NA	NA
Heron	contig_5797	419001	420000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	419001	420000	NA	0	NA	NA	NA
Chicken	contig_5797	419001	420000	NA	0	NA	NA	NA
Davies	contig_5797	419001	420000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	419001	420000	NA	0	NA	NA	NA
Moore	contig_5797	420001	421000	NA	0	NA	NA	NA
Davies	contig_5797	420001	421000	NA	0	NA	NA	NA
Chicken	contig_5797	420001	421000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	420001	421000	NA	0	NA	NA	NA
Heron	contig_5797	420001	421000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	420001	421000	NA	0	NA	NA	NA
Lizard	contig_5797	420001	421000	NA	0	NA	NA	NA
Pelorus	contig_5797	420001	421000	NA	0	NA	NA	NA
Moore	contig_5797	421001	422000	NA	0	NA	NA	NA
Lizard	contig_5797	421001	422000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	421001	422000	NA	0	NA	NA	NA
Pelorus	contig_5797	421001	422000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	421001	422000	NA	0	NA	NA	NA
Chicken	contig_5797	421001	422000	NA	0	NA	NA	NA
Davies	contig_5797	421001	422000	NA	0	NA	NA	NA
Heron	contig_5797	421001	422000	NA	0	NA	NA	NA
Moore	contig_5797	422001	423000	NA	0	NA	NA	NA
Lizard	contig_5797	422001	423000	NA	0	NA	NA	NA
Pelorus	contig_5797	422001	423000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	422001	423000	NA	0	NA	NA	NA
Heron	contig_5797	422001	423000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	422001	423000	NA	0	NA	NA	NA
Chicken	contig_5797	422001	423000	NA	0	NA	NA	NA
Davies	contig_5797	422001	423000	NA	0	NA	NA	NA
Moore	contig_5797	423001	424000	NA	0	NA	NA	NA
Lizard	contig_5797	423001	424000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	423001	424000	NA	0	NA	NA	NA
Pelorus	contig_5797	423001	424000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	423001	424000	NA	0	NA	NA	NA
Chicken	contig_5797	423001	424000	NA	0	NA	NA	NA
Davies	contig_5797	423001	424000	NA	0	NA	NA	NA
Heron	contig_5797	423001	424000	NA	0	NA	NA	NA
Davies	contig_5797	424001	425000	NA	0	NA	NA	NA
Chicken	contig_5797	424001	425000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	424001	425000	NA	0	NA	NA	NA
Heron	contig_5797	424001	425000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	424001	425000	NA	0	NA	NA	NA
Lizard	contig_5797	424001	425000	NA	0	NA	NA	NA
Moore	contig_5797	424001	425000	NA	0	NA	NA	NA
Pelorus	contig_5797	424001	425000	NA	0	NA	NA	NA
Moore	contig_5797	425001	426000	NA	0	NA	NA	NA
Pelorus	contig_5797	425001	426000	NA	0	NA	NA	NA
Lizard	contig_5797	425001	426000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	425001	426000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	425001	426000	NA	0	NA	NA	NA
Chicken	contig_5797	425001	426000	NA	0	NA	NA	NA
Davies	contig_5797	425001	426000	NA	0	NA	NA	NA
Heron	contig_5797	425001	426000	NA	0	NA	NA	NA
Pelorus	contig_5797	426001	427000	NA	0	NA	NA	NA
Lizard	contig_5797	426001	427000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	426001	427000	NA	0	NA	NA	NA
Moore	contig_5797	426001	427000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	426001	427000	NA	0	NA	NA	NA
Chicken	contig_5797	426001	427000	NA	0	NA	NA	NA
Davies	contig_5797	426001	427000	NA	0	NA	NA	NA
Heron	contig_5797	426001	427000	NA	0	NA	NA	NA
Pelorus	contig_5797	427001	428000	NA	0	NA	NA	NA
Davies	contig_5797	427001	428000	NA	0	NA	NA	NA
Chicken	contig_5797	427001	428000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	427001	428000	NA	0	NA	NA	NA
Heron	contig_5797	427001	428000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	427001	428000	NA	0	NA	NA	NA
Lizard	contig_5797	427001	428000	NA	0	NA	NA	NA
Moore	contig_5797	427001	428000	NA	0	NA	NA	NA
Moore	contig_5797	428001	429000	NA	0	NA	NA	NA
Lizard	contig_5797	428001	429000	NA	0	NA	NA	NA
Pelorus	contig_5797	428001	429000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	428001	429000	NA	0	NA	NA	NA
Heron	contig_5797	428001	429000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	428001	429000	NA	0	NA	NA	NA
Chicken	contig_5797	428001	429000	NA	0	NA	NA	NA
Davies	contig_5797	428001	429000	NA	0	NA	NA	NA
Davies	contig_5797	429001	430000	NA	0	NA	NA	NA
Chicken	contig_5797	429001	430000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	429001	430000	NA	0	NA	NA	NA
Heron	contig_5797	429001	430000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	429001	430000	NA	0	NA	NA	NA
Lizard	contig_5797	429001	430000	NA	0	NA	NA	NA
Moore	contig_5797	429001	430000	NA	0	NA	NA	NA
Pelorus	contig_5797	429001	430000	NA	0	NA	NA	NA
Pelorus	contig_5797	430001	431000	NA	0	NA	NA	NA
Moore	contig_5797	430001	431000	NA	0	NA	NA	NA
Lizard	contig_5797	430001	431000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	430001	431000	NA	0	NA	NA	NA
Davies	contig_5797	430001	431000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	430001	431000	NA	0	NA	NA	NA
Chicken	contig_5797	430001	431000	NA	0	NA	NA	NA
Heron	contig_5797	430001	431000	NA	0	NA	NA	NA
Lizard	contig_5797	431001	432000	NA	0	NA	NA	NA
Pelorus	contig_5797	431001	432000	NA	0	NA	NA	NA
Moore	contig_5797	431001	432000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	431001	432000	NA	0	NA	NA	NA
Heron	contig_5797	431001	432000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	431001	432000	NA	0	NA	NA	NA
Chicken	contig_5797	431001	432000	NA	0	NA	NA	NA
Davies	contig_5797	431001	432000	NA	0	NA	NA	NA
Moore	contig_5797	432001	433000	NA	0	NA	NA	NA
Lizard	contig_5797	432001	433000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	432001	433000	NA	0	NA	NA	NA
Pelorus	contig_5797	432001	433000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	432001	433000	NA	0	NA	NA	NA
Chicken	contig_5797	432001	433000	NA	0	NA	NA	NA
Davies	contig_5797	432001	433000	NA	0	NA	NA	NA
Heron	contig_5797	432001	433000	NA	0	NA	NA	NA
Davies	contig_5797	433001	434000	NA	0	NA	NA	NA
Chicken	contig_5797	433001	434000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	433001	434000	NA	0	NA	NA	NA
Heron	contig_5797	433001	434000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	433001	434000	NA	0	NA	NA	NA
Lizard	contig_5797	433001	434000	NA	0	NA	NA	NA
Moore	contig_5797	433001	434000	NA	0	NA	NA	NA
Pelorus	contig_5797	433001	434000	NA	0	NA	NA	NA
Lizard	contig_5797	434001	435000	NA	0	NA	NA	NA
Moore	contig_5797	434001	435000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	434001	435000	NA	0	NA	NA	NA
Pelorus	contig_5797	434001	435000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	434001	435000	NA	0	NA	NA	NA
Chicken	contig_5797	434001	435000	NA	0	NA	NA	NA
Davies	contig_5797	434001	435000	NA	0	NA	NA	NA
Heron	contig_5797	434001	435000	NA	0	NA	NA	NA
Moore	contig_5797	435001	436000	NA	0	NA	NA	NA
Lizard	contig_5797	435001	436000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	435001	436000	NA	0	NA	NA	NA
Pelorus	contig_5797	435001	436000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	435001	436000	NA	0	NA	NA	NA
Chicken	contig_5797	435001	436000	NA	0	NA	NA	NA
Davies	contig_5797	435001	436000	NA	0	NA	NA	NA
Heron	contig_5797	435001	436000	NA	0	NA	NA	NA
Davies	contig_5797	436001	437000	NA	0	NA	NA	NA
Chicken	contig_5797	436001	437000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	436001	437000	NA	0	NA	NA	NA
Heron	contig_5797	436001	437000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	436001	437000	NA	0	NA	NA	NA
Lizard	contig_5797	436001	437000	NA	0	NA	NA	NA
Moore	contig_5797	436001	437000	NA	0	NA	NA	NA
Pelorus	contig_5797	436001	437000	NA	0	NA	NA	NA
Lizard	contig_5797	437001	438000	NA	0	NA	NA	NA
Pelorus	contig_5797	437001	438000	NA	0	NA	NA	NA
Moore	contig_5797	437001	438000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	437001	438000	NA	0	NA	NA	NA
Heron	contig_5797	437001	438000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	437001	438000	NA	0	NA	NA	NA
Chicken	contig_5797	437001	438000	NA	0	NA	NA	NA
Davies	contig_5797	437001	438000	NA	0	NA	NA	NA
Davies	contig_5797	438001	439000	NA	0	NA	NA	NA
Chicken	contig_5797	438001	439000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	438001	439000	NA	0	NA	NA	NA
Heron	contig_5797	438001	439000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	438001	439000	NA	0	NA	NA	NA
Lizard	contig_5797	438001	439000	NA	0	NA	NA	NA
Moore	contig_5797	438001	439000	NA	0	NA	NA	NA
Pelorus	contig_5797	438001	439000	NA	0	NA	NA	NA
Pelorus	contig_5797	439001	440000	NA	0	NA	NA	NA
Moore	contig_5797	439001	440000	NA	0	NA	NA	NA
Lizard	contig_5797	439001	440000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	439001	440000	NA	0	NA	NA	NA
Davies	contig_5797	439001	440000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	439001	440000	NA	0	NA	NA	NA
Chicken	contig_5797	439001	440000	NA	0	NA	NA	NA
Heron	contig_5797	439001	440000	NA	0	NA	NA	NA
Lizard	contig_5797	440001	441000	NA	0	NA	NA	NA
Pelorus	contig_5797	440001	441000	NA	0	NA	NA	NA
Moore	contig_5797	440001	441000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	440001	441000	NA	0	NA	NA	NA
Heron	contig_5797	440001	441000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	440001	441000	NA	0	NA	NA	NA
Chicken	contig_5797	440001	441000	NA	0	NA	NA	NA
Davies	contig_5797	440001	441000	NA	0	NA	NA	NA
Moore	contig_5797	441001	442000	NA	0	NA	NA	NA
Lizard	contig_5797	441001	442000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	441001	442000	NA	0	NA	NA	NA
Pelorus	contig_5797	441001	442000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	441001	442000	NA	0	NA	NA	NA
Chicken	contig_5797	441001	442000	NA	0	NA	NA	NA
Davies	contig_5797	441001	442000	NA	0	NA	NA	NA
Heron	contig_5797	441001	442000	NA	0	NA	NA	NA
Davies	contig_5797	442001	443000	NA	0	NA	NA	NA
Chicken	contig_5797	442001	443000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	442001	443000	NA	0	NA	NA	NA
Heron	contig_5797	442001	443000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	442001	443000	NA	0	NA	NA	NA
Lizard	contig_5797	442001	443000	NA	0	NA	NA	NA
Moore	contig_5797	442001	443000	NA	0	NA	NA	NA
Pelorus	contig_5797	442001	443000	NA	0	NA	NA	NA
Moore	contig_5797	443001	444000	NA	0	NA	NA	NA
Pelorus	contig_5797	443001	444000	NA	0	NA	NA	NA
Lizard	contig_5797	443001	444000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	443001	444000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	443001	444000	NA	0	NA	NA	NA
Chicken	contig_5797	443001	444000	NA	0	NA	NA	NA
Davies	contig_5797	443001	444000	NA	0	NA	NA	NA
Heron	contig_5797	443001	444000	NA	0	NA	NA	NA
Pelorus	contig_5797	444001	445000	NA	0	NA	NA	NA
Lizard	contig_5797	444001	445000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	444001	445000	NA	0	NA	NA	NA
Moore	contig_5797	444001	445000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	444001	445000	NA	0	NA	NA	NA
Chicken	contig_5797	444001	445000	NA	0	NA	NA	NA
Davies	contig_5797	444001	445000	NA	0	NA	NA	NA
Heron	contig_5797	444001	445000	NA	0	NA	NA	NA
Pelorus	contig_5797	445001	446000	NA	0	NA	NA	NA
Davies	contig_5797	445001	446000	NA	0	NA	NA	NA
Chicken	contig_5797	445001	446000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	445001	446000	NA	0	NA	NA	NA
Heron	contig_5797	445001	446000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	445001	446000	NA	0	NA	NA	NA
Lizard	contig_5797	445001	446000	NA	0	NA	NA	NA
Moore	contig_5797	445001	446000	NA	0	NA	NA	NA
Moore	contig_5797	446001	447000	NA	0	NA	NA	NA
Lizard	contig_5797	446001	447000	NA	0	NA	NA	NA
Pelorus	contig_5797	446001	447000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	446001	447000	NA	0	NA	NA	NA
Heron	contig_5797	446001	447000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	446001	447000	NA	0	NA	NA	NA
Chicken	contig_5797	446001	447000	NA	0	NA	NA	NA
Davies	contig_5797	446001	447000	NA	0	NA	NA	NA
Moore	contig_5797	447001	448000	NA	0	NA	NA	NA
Lizard	contig_5797	447001	448000	NA	0	NA	NA	NA
Lady Musgrave	contig_5797	447001	448000	NA	0	NA	NA	NA
Pelorus	contig_5797	447001	448000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	447001	448000	NA	0	NA	NA	NA
Chicken	contig_5797	447001	448000	NA	0	NA	NA	NA
Davies	contig_5797	447001	448000	NA	0	NA	NA	NA
Heron	contig_5797	447001	448000	NA	0	NA	NA	NA
Davies	contig_5797	448001	449000	NA	0	NA	NA	NA
Chicken	contig_5797	448001	449000	NA	0	NA	NA	NA
Little Broadhurst	contig_5797	448001	449000	NA	0	NA	NA	NA
